,year,t2m,t2m_rolling,t2m_pct_change,state
6,1985,20.138193317673995,19.160425814042195,,South Dakota
7,1986,19.683792455448156,19.23441276313357,,South Dakota
8,1987,21.246262103726394,19.758768240413325,,South Dakota
9,1988,22.079874486508572,20.422507633185546,0.0656543294750298,South Dakota
10,1989,19.728295519337223,20.57528357653887,0.06699851142546387,South Dakota
11,1990,18.77945565644262,20.303536044292592,0.05965995961387449,South Dakota
12,1991,20.21708907607183,20.410195368417327,0.06112911372773322,South Dakota
13,1992,17.63465017472737,19.687872982617524,-0.0035880403541955763,South Dakota
14,1993,17.470269633228042,18.765952011961417,-0.0811142123669627,South Dakota
15,1994,19.716775702245513,18.763648048543075,-0.08804911588492148,South Dakota
16,1995,18.114710870588794,18.63069909137231,-0.08239140951955126,South Dakota
17,1996,18.057192628280006,18.198719801813944,-0.10835151387259201,South Dakota
18,1997,18.581923926691104,18.388174552206692,-0.06601517754398045,South Dakota
19,1998,19.05819302671449,18.705759230903983,-0.0032075527540018633,South Dakota
20,1999,19.145418686007872,18.591487827656454,-0.009175199856724436,South Dakota
21,2000,19.345837122757246,18.837713078090143,0.011111444916938051,South Dakota
22,2001,19.91148709125406,19.208571970684954,0.05549028612278284,South Dakota
23,2002,20.634751512989567,19.61913748794465,0.06694318308992964,South Dakota
24,2003,19.11717293780788,19.630933470163324,0.04945932575304668,South Dakota
25,2004,18.542417381713165,19.510333209304385,0.049422907416859285,South Dakota
26,2005,19.842068794203158,19.609579543593565,0.04097453137245033,South Dakota
27,2006,21.377327211747286,19.90274756769221,0.036138844577653595,South Dakota
28,2007,21.450874669803568,20.06597219905501,0.02277545133596881,South Dakota
29,2008,18.560939134870296,19.954725438467495,0.016493966972905172,South Dakota
30,2009,17.976627619962528,19.841567486117366,0.016977376719277126,South Dakota
31,2010,18.963387421791595,19.665831211635055,0.0028685810379789345,South Dakota
32,2011,19.220543604311786,19.234474490147953,-0.03357692576220239,South Dakota
33,2012,22.328031821872855,19.409905920561812,-0.03269546434057635,South Dakota
34,2013,18.972933097507678,19.49230471308929,-0.023173494759631152,South Dakota
35,2014,18.25043325009557,19.547065839115895,-0.014842660349668746,South Dakota
36,2015,19.069360517418943,19.568260458241365,-0.004961435514404422,South Dakota
37,2016,20.47612872390272,19.819377482159553,0.030409096557911797,South Dakota
38,2017,20.59686287352764,19.47314369249051,0.0032580153756287533,South Dakota
39,2018,20.783550887966783,19.83526725058233,0.017594765859715755,South Dakota
40,2019,18.391819128190548,19.863544426201326,0.01619059298670389,South Dakota
41,2020,20.45298682740014,20.140269688197566,0.029231480804176035,South Dakota
